timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1597332237371,374,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332237371,58511,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332237371,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332238386,763,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332238386,58485,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332238386,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332239400,1181,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332239400,58483,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332239400,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332240402,8575,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332240402,58507,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332240402,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332241413,3101,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332241413,58474,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332241413,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332242413,1152,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332242413,58460,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332242413,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332243424,369,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332243424,58463,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332243424,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332244438,0,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332244438,58450,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332244438,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332245451,0,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332245451,58448,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332245451,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332246458,392,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332246458,58441,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332246458,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332247468,2350,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332247468,58439,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332247468,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332248480,4209,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332248480,58445,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332248480,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332249493,16564,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332249493,58597,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332249493,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332250503,2313,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332250503,58595,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332250503,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332251517,3101,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332251517,58512,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332251517,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332252523,369,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332252523,58510,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332252523,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332253531,3548,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332253531,58510,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332253531,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332254545,1502,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332254545,58507,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332254545,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332255552,1156,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332255552,58507,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332255552,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332256562,1974,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332256562,58512,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332256562,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332257576,1156,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332257576,58581,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332257576,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332258588,1525,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332258588,58596,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332258588,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332259597,1526,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332259597,58598,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332259597,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332260608,1599,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332260608,58570,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332260608,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332261619,2290,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332261619,58543,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332261619,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332262633,2683,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332262633,58540,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332262633,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332263646,3075,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332263646,58540,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332263646,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332264656,2749,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332264656,58543,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332264656,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332265665,5366,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332265665,58614,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332265665,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332266681,4700,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332266681,58662,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332266681,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332267695,4235,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332267695,58650,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332267695,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332268710,800,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332268710,58638,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332268710,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332269720,1519,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332269720,58625,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332269720,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332270734,775,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332270734,58625,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332270734,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332271744,3077,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332271744,58612,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332271744,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332272744,1574,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332272744,58603,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332272744,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332273756,1920,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332273756,58590,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332273756,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332274770,3840,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332274770,58608,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332274770,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332275785,367,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332275785,58597,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332275785,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332276797,771,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332276797,58588,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332276797,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332277807,400,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332277807,58588,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332277807,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332278817,3076,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332278817,58588,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332278817,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332279826,1174,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332279826,58588,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332279826,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332280837,393,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332280837,58586,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332280837,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332281848,4602,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332281848,58765,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332281848,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332282862,1950,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332282862,58765,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332282862,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332283871,772,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332283871,58764,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332283871,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332284886,1575,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332284886,58763,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332284886,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332285897,393,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332285897,58763,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332285897,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332286902,2350,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332286902,58670,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332286902,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332287912,3839,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332287912,58670,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332287912,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332288926,2674,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332288926,58653,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332288926,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332289942,3468,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332289942,58749,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332289942,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332290950,775,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332290950,58751,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332290950,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332291966,1502,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332291966,58718,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332291966,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332292976,787,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332292976,58708,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332292976,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332293986,1974,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332293986,58739,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332293986,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332294998,1156,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332294998,58761,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332294998,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332296013,763,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332296013,58778,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332296013,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332297025,1943,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332297025,58780,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332297025,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332298039,0,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332298039,58782,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332298039,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332299048,1550,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332299048,58809,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332299048,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
